tv tv,computer room
chair chair chair chair tv chair tv laptop tv,computer room
chair couch couch,living room
chair chair dining table dining table chair,dining room
toilet,bathroom
person person person person person person person person person,lecture room
bench bench dining table chair bench dining table,classroom
person person person tennis racket person person person person person person person person person,classroom
toilet,bathroom
person sink bicycle skateboard,kitchen
couch person chair,classroom
person person person person person person dining table chair person person chair person person dining table tv,lecture room
cup dining table,dining room
person laptop tv chair,dorm room
toilet sink,bathroom
person person person person person person person person person chair person person,classroom
person tv mouse person keyboard tv tv,computer room
person person person chair tv chair chair chair person person person person person dining table chair person chair person chair person person,lecture room
potted plant couch,dorm room
vase orange dining table apple orange potted plant apple,kitchen
chair potted plant,living room
refrigerator bottle,dining room
chair chair chair dining table dining table chair umbrella,dining room
person potted plant person,lecture room
couch vase couch potted plant dining table,living room
dining table bench,dining room
bed bed,bedroom
person cup person person cup dining table chair cup,dining room
toilet toilet,bathroom
person person person laptop person person person,lecture room
